"","year","Site","date_yearmon","Weight","Chlorophyll.a..corrected.for.pheophytin","ActivityStartDate","month","day","Ammonia.x","Nitrate...Nitrite.x","Orthophosphate.x","pH.x","Specific.conductance.x","Temperature..water.x","Total.dissolved.solids.x","Total.Phosphorus..mixed.forms.x","Total.Nitrogen..mixed.forms.x","Turbidity.x","Ammonia.y","Nitrate...Nitrite.y","Orthophosphate.y","pH.y","Specific.conductance.y","Temperature..water.y","Total.dissolved.solids.y","Total.Phosphorus..mixed.forms.y","Total.Nitrogen..mixed.forms.y","Turbidity.y","Ammonia.x","Nitrate...Nitrite.x","Orthophosphate.x","pH.x","Specific.conductance.x","Temperature..water.x","Total.dissolved.solids.x","Total.Phosphorus..mixed.forms.x","Total.Nitrogen..mixed.forms.x","Turbidity.x","Ammonia.y","Nitrate...Nitrite.y","Orthophosphate.y","pH.y","Specific.conductance.y","Temperature..water.y","Total.dissolved.solids.y","Total.Phosphorus..mixed.forms.y","Total.Nitrogen..mixed.forms.y","Turbidity.y"
"283",2016,"Clark Fork River above Little Blackfoot",Sep 2016,52.9228571428571,125.17619047619,2016-09-13,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0219,0.00125,0.0231,8.15,438.3,15.55,284.7,0.04325,0.285,1.37,0.010075,0.00176666666666667,0.0104333333333333,8.145,439.75,13.25,286.05,0.0301666666666667,0.279666666666667,1.195,0.02415,0.0349,0.00745,8.24,489.15,11.2,317.8,0.0227,0.2935,1.21
"284",2016,"Clark Fork River above Missoula",Aug 2016,28.4857142857143,67.7619047619048,2016-08-24,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011,8e-04,8.28,247.05,17.4,160.55,0.00953333333333333,0.1405,1.195,0.0198,0.01095,0.00125,8.245,264.65,16.05,171.9,0.0507,0.321,45.635,0.0189,0.00175,0.0011,8.5,291.65,12.15,189.8,0.0132,0.139,3.295
"285",2016,"Clark Fork River above Missoula",Jul 2016,76.1009302325581,114.755813953488,2016-07-11,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011,8e-04,8.28,247.05,17.4,160.55,0.00953333333333333,0.1405,1.195,0.0198,0.01095,0.00125,8.245,264.65,16.05,171.9,0.0507,0.321,45.635,0.0189,0.00175,0.0011,8.5,291.65,12.15,189.8,0.0132,0.139,3.295
"286",2016,"Clark Fork River at Bonita",Jul 2016,178.800810810811,185.351351351351,2016-07-15,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00803333333333333,0.00163333333333333,0.00123333333333333,8.135,465.15,17.3,302.3,0.0088,0.211666666666667,0.94,0.04065,0.03175,0.0057,8.3,490.3,16,318.8,0.07645,0.5415,34.135,0.0191,0.0023,0.00775,8.52,496.95,13,323.05,0.04775,0.288,9.525
"287",2016,"Clark Fork River at Bonita",Sep 2016,60.1045454545455,96.2727272727273,2016-09-13,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00803333333333333,0.00163333333333333,0.00123333333333333,8.135,465.15,17.3,302.3,0.0088,0.211666666666667,0.94,0.04065,0.03175,0.0057,8.3,490.3,16,318.8,0.07645,0.5415,34.135,0.0191,0.0023,0.00775,8.52,496.95,13,323.05,0.04775,0.288,9.525
"288",2016,"Clark Fork River at Deer Lodge",Jul 2016,118.621162790698,389.102325581395,2016-07-15,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.0387,0.0036,8.285,400.2,16.05,260.3,0.0194,0.2945,1.9,0.0180333333333333,0.2548,0.0023,8.21,436.45,12.85,283.7,0.0125,0.4215,1.13,0.0208,0.1836,0.00255,8.205,476.95,11,309.75,0.0162,0.4255,2.24
"289",2016,"Clark Fork River at Deer Lodge",Sep 2016,81.25,260.690476190476,2016-09-13,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.0387,0.0036,8.285,400.2,16.05,260.3,0.0194,0.2945,1.9,0.0180333333333333,0.2548,0.0023,8.21,436.45,12.85,283.7,0.0125,0.4215,1.13,0.0208,0.1836,0.00255,8.205,476.95,11,309.75,0.0162,0.4255,2.24
"290",2016,"Clark Fork River at Huson",Sep 2016,15.6047619047619,70.3333333333333,2016-09-07,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0155333333333333,0.0283333333333333,0.00215,8.355,209.4,19.65,136.15,0.00993333333333333,0.2005,1.37,0.018825,0.0432333333333333,0.00135,8.225,237.9,15.15,154.7,0.0196666666666667,0.25,4.615,0.01735,0.06355,0.0012,8.305,254.15,14.45,165.1,0.0132,0.2075,2.695
"291",2016,"Clark Fork River at Huson",Jul 2016,15.7,40.0714285714286,2016-07-22,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0155333333333333,0.0283333333333333,0.00215,8.355,209.4,19.65,136.15,0.00993333333333333,0.2005,1.37,0.018825,0.0432333333333333,0.00135,8.225,237.9,15.15,154.7,0.0196666666666667,0.25,4.615,0.01735,0.06355,0.0012,8.305,254.15,14.45,165.1,0.0132,0.2075,2.695
"294",2016,"Clark Fork River below Missoula",Jul 2016,70.22975,252.7425,2016-07-14,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0079,0.0113,0.00166666666666667,8.34,244.85,16.75,159.25,0.01385,0.1635,1.63,0.009,0.03175,0.0024,8.315,261.45,14.75,169.95,0.0232,0.2685,6.54,0.01685,0.03125,0.0017,8.27,290.4,12.1,188.8,0.02185,0.21,5.39
"295",2016,"Clark Fork River below Missoula",Sep 2016,51.0238095238095,285.761904761905,2016-09-08,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0079,0.0113,0.00166666666666667,8.34,244.85,16.75,159.25,0.01385,0.1635,1.63,0.009,0.03175,0.0024,8.315,261.45,14.75,169.95,0.0232,0.2685,6.54,0.01685,0.03125,0.0017,8.27,290.4,12.1,188.8,0.02185,0.21,5.39
"298",2017,"Clark Fork River above Flathead",Aug 2017,5.76875,10.9,2017-08-06,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0191,0.01945,0.00155,8.14,209.3,20.1,135.8,0.009,0.1365,1.08,0.02205,0.02775,0.0016,8.305,222.75,19,144.6,0.0079,0.1825,0.9165,0.0185,0.0218,NA,8.215,250.4,14.55,162.85,0.00965,0.1825,1.435
"299",2017,"Clark Fork River above Flathead",Sep 2017,11.7285714285714,20.4333333333333,2017-09-09,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0191,0.01945,0.00155,8.14,209.3,20.1,135.8,0.009,0.1365,1.08,0.02205,0.02775,0.0016,8.305,222.75,19,144.6,0.0079,0.1825,0.9165,0.0185,0.0218,NA,8.215,250.4,14.55,162.85,0.00965,0.1825,1.435
"300",2017,"Clark Fork River above Little Blackfoot",Jul 2017,27.7285714285714,34,2017-07-11,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0135,0.0025,0.0151,8.235,398.05,19,258.7,0.03585,0.2845,2.15,0.0125333333333333,0.07435,0.00455,8.23,472.95,16.2,307.4,0.0174,0.321,0.875,0.0137,0.1808,0.0109,8.23,487.1,10.9,316.6,0.035,0.523,2.665
"301",2017,"Clark Fork River above Little Blackfoot",Aug 2017,167.638095238095,116.242857142857,2017-08-09,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0135,0.0025,0.0151,8.235,398.05,19,258.7,0.03585,0.2845,2.15,0.0125333333333333,0.07435,0.00455,8.23,472.95,16.2,307.4,0.0174,0.321,0.875,0.0137,0.1808,0.0109,8.23,487.1,10.9,316.6,0.035,0.523,2.665
"302",2017,"Clark Fork River above Little Blackfoot",Sep 2017,139.922727272727,77.3409090909091,2017-09-07,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0135,0.0025,0.0151,8.235,398.05,19,258.7,0.03585,0.2845,2.15,0.0125333333333333,0.07435,0.00455,8.23,472.95,16.2,307.4,0.0174,0.321,0.875,0.0137,0.1808,0.0109,8.23,487.1,10.9,316.6,0.035,0.523,2.665
"303",2017,"Clark Fork River above Missoula",Jul 2017,18.2444444444444,28.3611111111111,2017-07-12,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0149,0.002,0.0042,8.175,253,18.9,164.45,0.01515,0.169,2.34,0.0116,0.00205,0.002,8.455,267.3,16.75,173.85,0.01085,0.18,1.62,0.0096,0.00395,0.0019,8.32,306.15,12.4,198.9,0.014,0.2105,2.64
"304",2017,"Clark Fork River above Missoula",Aug 2017,56.6,106.614285714286,2017-08-09,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0149,0.002,0.0042,8.175,253,18.9,164.45,0.01515,0.169,2.34,0.0116,0.00205,0.002,8.455,267.3,16.75,173.85,0.01085,0.18,1.62,0.0096,0.00395,0.0019,8.32,306.15,12.4,198.9,0.014,0.2105,2.64
"305",2017,"Clark Fork River above Missoula",Sep 2017,47.5333333333333,68.8285714285714,2017-09-06,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0149,0.002,0.0042,8.175,253,18.9,164.45,0.01515,0.169,2.34,0.0116,0.00205,0.002,8.455,267.3,16.75,173.85,0.01085,0.18,1.62,0.0096,0.00395,0.0019,8.32,306.15,12.4,198.9,0.014,0.2105,2.64
"306",2017,"Clark Fork River at Bonita",Jul 2017,24.0823529411765,21.7352941176471,2017-07-14,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01745,0.0047,0.01265,8.26,445.25,19.85,289.55,0.03305,0.225,2.985,0.0152,0.00695,0.00195,8.305,507.45,17.85,329.85,0.0147,0.2725,1.64,0.0114,0.01095,0.00675,8.225,506.3,12.9,329.2,0.0328,0.3345,5.275
"307",2017,"Clark Fork River at Bonita",Aug 2017,16.0428571428571,25.8619047619048,2017-08-08,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01745,0.0047,0.01265,8.26,445.25,19.85,289.55,0.03305,0.225,2.985,0.0152,0.00695,0.00195,8.305,507.45,17.85,329.85,0.0147,0.2725,1.64,0.0114,0.01095,0.00675,8.225,506.3,12.9,329.2,0.0328,0.3345,5.275
"308",2017,"Clark Fork River at Bonita",Sep 2017,31.1619047619048,58.452380952381,2017-09-07,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01745,0.0047,0.01265,8.26,445.25,19.85,289.55,0.03305,0.225,2.985,0.0152,0.00695,0.00195,8.305,507.45,17.85,329.85,0.0147,0.2725,1.64,0.0114,0.01095,0.00675,8.225,506.3,12.9,329.2,0.0328,0.3345,5.275
"309",2017,"Clark Fork River at Deer Lodge",Jul 2017,53.1,105.97619047619,2017-07-11,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01275,0.02725,0.0081,8.22,363.45,18.6,236.25,0.024,0.2595,2.29,0.0139333333333333,0.240733333333333,0.0038,8.135,421.5,16,274,0.0168666666666667,0.530666666666667,1.3,0.0101,0.21265,0.0034,8.185,471.1,10.65,306.15,0.01785,0.513,2.2
"310",2017,"Clark Fork River at Deer Lodge",Aug 2017,99.5619047619048,190.585714285714,2017-08-11,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01275,0.02725,0.0081,8.22,363.45,18.6,236.25,0.024,0.2595,2.29,0.0139333333333333,0.240733333333333,0.0038,8.135,421.5,16,274,0.0168666666666667,0.530666666666667,1.3,0.0101,0.21265,0.0034,8.185,471.1,10.65,306.15,0.01785,0.513,2.2
"311",2017,"Clark Fork River at Deer Lodge",Sep 2017,61.252380952381,76.8666666666667,2017-09-07,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01275,0.02725,0.0081,8.22,363.45,18.6,236.25,0.024,0.2595,2.29,0.0139333333333333,0.240733333333333,0.0038,8.135,421.5,16,274,0.0168666666666667,0.530666666666667,1.3,0.0101,0.21265,0.0034,8.185,471.1,10.65,306.15,0.01785,0.513,2.2
"312",2017,"Clark Fork River at Huson",Aug 2017,8.97,25.82,2017-08-06,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011425,0.0589,0.0021,7.99,220.95,19.45,143.3,0.0144666666666667,0.243333333333333,2.405,0.01475,0.0563,0.0017,8.2,242.9,19.4,157.95,0.01435,0.2565,1.7025,0.01375,0.08665,0.0013,8.145,275.3,15.05,178.75,0.0104,0.309,2.1265
"313",2017,"Clark Fork River at Huson",Sep 2017,12.1714285714286,35.1857142857143,2017-09-06,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011425,0.0589,0.0021,7.99,220.95,19.45,143.3,0.0144666666666667,0.243333333333333,2.405,0.01475,0.0563,0.0017,8.2,242.9,19.4,157.95,0.01435,0.2565,1.7025,0.01375,0.08665,0.0013,8.145,275.3,15.05,178.75,0.0104,0.309,2.1265
"316",2017,"Clark Fork River below Missoula",Jul 2017,5.07142857142857,13.5047619047619,2017-07-13,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010675,0.0107666666666667,0.00426666666666667,8.085,249.05,17.5,161.8,0.0159333333333333,0.153666666666667,2.265,0.01255,0.0318,0.0039,8.185,273,16.5,177.45,0.0156,0.196,1.785,0.0091,0.0281,0.0041,8.09,303.2,12.15,197,0.01695,0.2285,3.085
"317",2017,"Clark Fork River below Missoula",Aug 2017,6.58571428571429,24.9904761904762,2017-08-10,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010675,0.0107666666666667,0.00426666666666667,8.085,249.05,17.5,161.8,0.0159333333333333,0.153666666666667,2.265,0.01255,0.0318,0.0039,8.185,273,16.5,177.45,0.0156,0.196,1.785,0.0091,0.0281,0.0041,8.09,303.2,12.15,197,0.01695,0.2285,3.085
"318",2017,"Clark Fork River below Missoula",Sep 2017,47.0190476190476,175.838095238095,2017-09-07,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010675,0.0107666666666667,0.00426666666666667,8.085,249.05,17.5,161.8,0.0159333333333333,0.153666666666667,2.265,0.01255,0.0318,0.0039,8.185,273,16.5,177.45,0.0156,0.196,1.785,0.0091,0.0281,0.0041,8.09,303.2,12.15,197,0.01695,0.2285,3.085
"321",2018,"Clark Fork River above Flathead",Aug 2018,7.945,15.9210526315789,2018-08-10,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00963333333333333,0.0114,0.0031,8.2,208.25,19.05,135.5,0.01255,0.1335,3.155,0.01175,0.0243333333333333,NA,8.33,239.15,17.95,155.35,0.0103666666666667,0.164333333333333,0.98,0.0256,0.01905,0.001,8.215,257.4,13.75,167.4,0.00895,0.1535,1.205
"322",2018,"Clark Fork River above Flathead",Sep 2018,13.1047619047619,29.8047619047619,2018-09-08,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00963333333333333,0.0114,0.0031,8.2,208.25,19.05,135.5,0.01255,0.1335,3.155,0.01175,0.0243333333333333,NA,8.33,239.15,17.95,155.35,0.0103666666666667,0.164333333333333,0.98,0.0256,0.01905,0.001,8.215,257.4,13.75,167.4,0.00895,0.1535,1.205
"323",2018,"Clark Fork River above Little Blackfoot",Aug 2018,58.51875,94.70625,2018-08-11,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0115,0.02555,0.02035,8.28,347.4,18.65,225.9,0.05325,0.324,4.94,0.0194,0.0658666666666667,0.00763333333333333,8.505,418.55,16.05,272,0.0280666666666667,0.337333333333333,1.815,0.0249,0.0893,0.0079,8.285,450.85,12.9,293.15,0.0319,0.368,3.48
"324",2018,"Clark Fork River above Little Blackfoot",Sep 2018,69.89,229.275,2018-09-07,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0115,0.02555,0.02035,8.28,347.4,18.65,225.9,0.05325,0.324,4.94,0.0194,0.0658666666666667,0.00763333333333333,8.505,418.55,16.05,272,0.0280666666666667,0.337333333333333,1.815,0.0249,0.0893,0.0079,8.285,450.85,12.9,293.15,0.0319,0.368,3.48
"325",2018,"Clark Fork River above Missoula",Aug 2018,22.1238095238095,97.5476190476191,2018-08-09,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,0.003175,0.007675,8.185,259,19.15,168.35,0.0290666666666667,0.173,4.735,0.0118,0.0039,0.0033,8.375,283.15,17.05,183.95,0.01545,0.1385,1.505,0.02255,0.0418,0.0014,8.465,309.7,14.4,201.2,0.01235,0.1535,2.65
"326",2018,"Clark Fork River above Missoula",Sep 2018,17.1428571428571,66.7571428571429,2018-09-10,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,0.003175,0.007675,8.185,259,19.15,168.35,0.0290666666666667,0.173,4.735,0.0118,0.0039,0.0033,8.375,283.15,17.05,183.95,0.01545,0.1385,1.505,0.02255,0.0418,0.0014,8.465,309.7,14.4,201.2,0.01235,0.1535,2.65
"327",2018,"Clark Fork River at Bonita",Sep 2018,14.6761904761905,65.2285714285714,2018-09-07,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0154,0.005525,0.0175333333333333,8.215,370.45,20.5,240.8,0.0461333333333333,0.241333333333333,5.755,0.0089,0.0047,0.0118,8.385,447.65,17.95,291.2,0.03365,0.216,2,0.03285,0.0043,0.00245,8.455,459.65,15.15,299,0.02185,0.24,2.8
"328",2018,"Clark Fork River at Bonita",Aug 2018,27.9714285714286,24.3714285714286,2018-08-08,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0154,0.005525,0.0175333333333333,8.215,370.45,20.5,240.8,0.0461333333333333,0.241333333333333,5.755,0.0089,0.0047,0.0118,8.385,447.65,17.95,291.2,0.03365,0.216,2,0.03285,0.0043,0.00245,8.455,459.65,15.15,299,0.02185,0.24,2.8
"329",2018,"Clark Fork River at Deer Lodge",Aug 2018,43.4846153846154,75.8,2018-08-08,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01105,0.04705,0.01545,8.17,300.5,17.5,195.3,0.0446,0.305,4.625,0.01985,0.1002,0.00875,8.175,411.55,14,267.5,0.0304,0.348,2.895,0.0146333333333333,0.13,0.00465,8.16,441.9,11.45,287.35,0.0276333333333333,0.394,2.74
"330",2018,"Clark Fork River at Deer Lodge",Sep 2018,28.5952380952381,74.2333333333333,2018-09-07,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01105,0.04705,0.01545,8.17,300.5,17.5,195.3,0.0446,0.305,4.625,0.01985,0.1002,0.00875,8.175,411.55,14,267.5,0.0304,0.348,2.895,0.0146333333333333,0.13,0.00465,8.16,441.9,11.45,287.35,0.0276333333333333,0.394,2.74
"331",2018,"Clark Fork River at Huson",Aug 2018,10.1380952380952,26.8571428571429,2018-08-07,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0097,0.00625,0.00345,7.97,218.4,18.35,142,0.0191,0.164,4.1,0.0158,0.05845,0.0018,8.165,255.6,17.3,166.1,0.0171,0.2345,2.145,0.0166333333333333,0.0332,0.0017,8.24,277,14.35,180.1,0.01245,0.218,1.92
"332",2018,"Clark Fork River at Huson",Sep 2018,7.35714285714286,28.7571428571429,2018-09-10,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0097,0.00625,0.00345,7.97,218.4,18.35,142,0.0191,0.164,4.1,0.0158,0.05845,0.0018,8.165,255.6,17.3,166.1,0.0171,0.2345,2.145,0.0166333333333333,0.0332,0.0017,8.24,277,14.35,180.1,0.01245,0.218,1.92
"335",2018,"Clark Fork River below Missoula",Aug 2018,11.4631578947368,42.5105263157895,2018-08-10,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0414,0.0143,0.0087,8.17,252.9,17.7,164.4,0.0244,0.18,3.2,0.0205,0.02865,0.00485,8.335,285.65,15.8,185.6,0.01745,0.1805,2.31,0.0204666666666667,0.0382333333333333,0.00226666666666667,8.24,310.6,14.15,201.85,0.0144666666666667,0.221333333333333,1.89
"336",2018,"Clark Fork River below Missoula",Sep 2018,23.2666666666667,148.361904761905,2018-09-12,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0414,0.0143,0.0087,8.17,252.9,17.7,164.4,0.0244,0.18,3.2,0.0205,0.02865,0.00485,8.335,285.65,15.8,185.6,0.01745,0.1805,2.31,0.0204666666666667,0.0382333333333333,0.00226666666666667,8.24,310.6,14.15,201.85,0.0144666666666667,0.221333333333333,1.89
"339",2019,"Clark Fork River above Flathead",Aug 2019,9.007,16.581,2019-08-09,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.0135,0.0235,8.45,208.55,17.4,135.525,0.009,0.115,2.13,0.025,0.0116666666666667,0.0166666666666667,8.57,247.15,20.55,160.55,0.008,0.136666666666667,2.32,0.01485,0.008,0.0105,8.46,265.6,15.2,172.95,0.01,0.12,5.19
"340",2019,"Clark Fork River above Flathead",Sep 2019,10.465,24.56,2019-09-09,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.0135,0.0235,8.45,208.55,17.4,135.525,0.009,0.115,2.13,0.025,0.0116666666666667,0.0166666666666667,8.57,247.15,20.55,160.55,0.008,0.136666666666667,2.32,0.01485,0.008,0.0105,8.46,265.6,15.2,172.95,0.01,0.12,5.19
"341",2019,"Clark Fork River above Little Blackfoot",Jul 2019,47.522972972973,34.0678052189189,2019-07-16,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137,NA,0.046,8.735,378.15,19.4,245.705,0.053,0.23,4.03,0.03,0.074,0.03,8.65,443.9,19.7,288.28,0.0375,0.31,2.6,0.0166666666666667,0.102,0.0233333333333333,8.205,451.35,14,298.475,0.0946666666666667,0.34,22.69
"342",2019,"Clark Fork River above Little Blackfoot",Aug 2019,54.6105263157895,141.594736842105,2019-08-21,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137,NA,0.046,8.735,378.15,19.4,245.705,0.053,0.23,4.03,0.03,0.074,0.03,8.65,443.9,19.7,288.28,0.0375,0.31,2.6,0.0166666666666667,0.102,0.0233333333333333,8.205,451.35,14,298.475,0.0946666666666667,0.34,22.69
"343",2019,"Clark Fork River above Missoula",Jul 2019,79.8401951219512,122.800609756098,2019-07-14,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.005,0.0245,8.58,277.3,17.4,180.375,0.0295,0.125,5.13,0.02,NA,0.014,8.52,303.85,18.05,197.655,0.014,0.13,2.195,0.015,0.016,0.017,8.285,329.35,13.45,214.175,0.0465,0.175,12.11
"344",2019,"Clark Fork River above Missoula",Aug 2019,53.4361904761905,108.2,2019-08-09,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.005,0.0245,8.58,277.3,17.4,180.375,0.0295,0.125,5.13,0.02,NA,0.014,8.52,303.85,18.05,197.655,0.014,0.13,2.195,0.015,0.016,0.017,8.285,329.35,13.45,214.175,0.0465,0.175,12.11
"345",2019,"Clark Fork River above Missoula",Sep 2019,29.7142857142857,101.85,2019-09-09,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.005,0.0245,8.58,277.3,17.4,180.375,0.0295,0.125,5.13,0.02,NA,0.014,8.52,303.85,18.05,197.655,0.014,0.13,2.195,0.015,0.016,0.017,8.285,329.35,13.45,214.175,0.0465,0.175,12.11
"346",2019,"Clark Fork River at Bonita",Jul 2019,72.5528,69.4168888888889,2019-07-16,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01365,0.005,0.039,8.58,423.5,18.65,275.275,0.0445,0.185,4.51,0.03,0.003,0.0266666666666667,8.63,412,20.75,265.85,0.0276666666666667,0.19,3.61,0.0166666666666667,0.0235,0.033,8.345,468.05,15.3,305.7,0.1265,0.31,29.325
