,Year,Month,Site,Group.1,Group.2,ActivityStartDate,Day.x,Chlorophyll.a..corrected.for.pheophytin,Weight,Temperature..water,pH,Specific.conductance,Turbidity,T/W,Dissolved.oxygen.saturation,Oxidation.reduction.potential..ORP.,Ammonia,Nitrate...Nitrite,Orthophosphate,Total.dissolved.solids,Total.Nitrogen..mixed.forms,Total.Phosphorus..mixed.forms,Q_CFS.x,Q_CFS.y,anomaly,Days_Since_Freshet,...1,TN_DISS,TP_DISS,X.Arsenic..water..filtered..micrograms.per.liter,X.Cadmium..water..filtered..micrograms.per.liter,X.Copper..water..filtered..micrograms.per.liter,X.Iron..water..filtered..micrograms.per.liter,X.Lead..water..filtered..micrograms.per.liter,X.Manganese..water..filtered..micrograms.per.liter,X.Zinc..water..filtered..micrograms.per.liter
128,2009,9,FH,9-Sep,Clark Fork River above Flathead,9/7/2009,7,51.61904762,19.1,20.16666667,8.5,249.3333333,1.36,0.071204188,,-74.26666667,0.0119625,0.006725,0.00315,132.6,0.157,0.008326667,42500,7590,2.36632056,98,94,0.005176667,0.1622375,,,,,,,
130,2009,9,HU,9-Sep,Clark Fork River at Huson,9/6/2009,6,51.33333333,14.57894737,18.9,8.393333333,266.3333333,2.296666667,0.157533093,,-67.6,0.01073,0.015222,0.00297,141.5666667,0.2265,0.0130675,35300,2150,4.051987741,97,136,0.0100975,0.222008,,,,,,,
136,2010,8,BM,10-Aug,Clark Fork River below Missoula,8/6/2010,6,66.4047619,20.52631579,18.43333333,7.993333333,277,2.81,0.136897436,,-45.16666667,0.009933333,0.046466667,0.006233333,147.2666667,0.233,0.019666667,23100,2150,3.277832523,61,14,0.013433334,0.196466666,,,,,,,
139,2010,8,FH,10-Aug,Clark Fork River above Flathead,8/7/2010,7,38.36363636,15.66666667,22.9,8.413333333,235.6666667,1.39,0.088723404,,-71.76666667,0.00615,0.008,0.00355,125.5333333,0.1665,0.010675,26400,7590,1.865009616,61,95,0.007125,0.16465,,,,,,,
141,2010,8,HU,10-Aug,Clark Fork River at Huson,8/6/2010,6,63.74545455,20.42857143,21.73333333,8.18,263,3.526666667,0.172634033,,-57.56666667,0.009933333,0.043966667,0.004266667,139.8,0.245333333,0.020466667,23100,2150,3.277832523,61,137,0.0162,0.211299999,,,,,,,
143,2010,9,BM,10-Sep,Clark Fork River below Missoula,9/9/2010,9,138.8285714,31.95,13.06666667,8.236666667,303.6666667,3.986666667,0.124778299,,-61.33333333,0.031925,0.05925,0.00685,161.3333333,0.26475,0.01965,23100,2150,3.277832523,95,14,0.0128,0.237425,,,,,,,
146,2010,9,FH,10-Sep,Clark Fork River above Flathead,9/9/2010,9,36.90952381,24,16.3,8.54,243.3333333,1.736666667,0.072361111,,-78.36666667,0.0094,0.009166667,0.0032,129.3333333,0.157666667,0.0098,26400,7590,1.865009616,94,95,0.0066,0.1579,,,,,,,
148,2010,9,HU,10-Sep,Clark Fork River at Huson,9/8/2010,8,93.32857143,24.15,14.63333333,8.38,268,3.753333333,0.155417529,,-68.73333333,,0.02725,0.003025,143.0333333,0.22025,0.014425,23100,2150,3.277832523,94,137,0.0114,0.193,,,,,,,
154,2011,8,BM,11-Aug,Clark Fork River below Missoula,8/9/2011,9,44.28571429,13.0952381,16.1,8.396666667,239.2666667,2.1,0.160363636,,255.0666667,0.024566667,0.030766667,0.010466667,155.5333333,0.171666667,0.020933333,46600,2150,4.655579299,61,15,0.010466666,0.165466667,,,,,,,
157,2011,8,FH,11-Aug,Clark Fork River above Flathead,8/10/2011,10,6.190857143,6.944444444,18.56666667,8.463333333,196.3666667,1.126666667,0.16224,,207.3,0.0099,0.00525,0.004525,127.6333333,0.118615,0.0153,54700,7590,2.6845579,61,96,0.010775,0.123265,,,,,,,
159,2011,8,HU,11-Aug,Clark Fork River at Huson,8/11/2011,11,16.80952381,6.8,17.86666667,8.323333333,219.2666667,2.17,0.319117647,,218.7,0.012725,0.046575,0.007075,142.5666667,0.203595,0.021825,46600,2150,4.655579299,63,138,0.01475,0.169745,,,,,,,
161,2011,9,BM,11-Sep,Clark Fork River below Missoula,9/10/2011,10,39.33333333,8.428571429,12.35,8.395,276.55,2.08,0.246779661,,243.55,0.0072,0.0496,0.0066,179.7,0.201666667,0.013033333,46600,2150,4.655579299,93,15,0.006433333,0.159266667,,,,,,,
164,2011,9,FH,11-Sep,Clark Fork River above Flathead,9/9/2011,9,14.95238095,6.666666667,14.95,8.505,223.5,1.29,0.1935,,240.95,0.00635,0.02435,0.0045,145.25,0.149,0.00805,54700,7590,2.6845579,91,96,0.00355,0.131,,,,,,,
166,2011,9,HU,11-Sep,Clark Fork River at Huson,9/9/2011,9,60,10.66666667,14.05,8.4,241.1,1.85,0.1734375,,241.65,0.01105,0.036,0.00495,156.65,0.215,0.01425,46600,2150,4.655579299,92,138,0.0093,0.19005,,,,,,,
172,2012,8,BM,12-Aug,Clark Fork River below Missoula,8/9/2012,9,32.76190476,12.04761905,16.13333333,8.25,246.5,2.576666667,0.213873518,,168.9333333,0.01026,0.035916667,0.005,160.1,0.21563,0.01575,33700,2150,3.959093154,103,16,0.01075,0.189973333,,,,,,,
175,2012,8,FH,12-Aug,Clark Fork River above Flathead,8/9/2012,9,6.905333333,16.14,19.06666667,8.486666667,207.6666667,0.823333333,0.051011979,,94.43333333,0.007663333,0.010085,0.004166667,134.9666667,0.165765,0.0082,42200,7590,2.357954049,103,97,0.004033333,0.163343333,,,,,,,
177,2012,8,HU,12-Aug,Clark Fork River at Huson,8/10/2012,10,10.85771429,5.333333333,18,8.376666667,229.3666667,2.163333333,0.405625,,129.4333333,0.00947,0.033655,0.0032625,149.0666667,0.2229975,0.0153475,33700,2150,3.959093154,104,139,0.012085,0.1988125,,,,,,,
179,2012,9,BM,12-Sep,Clark Fork River below Missoula,9/5/2012,5,161.3809524,27.80952381,12.45,8.29,255.05,1.825,0.065625,,195.95,0.006965,0.041556667,0.002033333,165.75,0.19846,0.012236667,33700,2150,3.959093154,130,16,0.010203334,0.163868333,,,,,,,
182,2012,9,FH,12-Sep,Clark Fork River above Flathead,9/4/2012,4,12.048,10.6,15.25,8.55,211,1.235,0.116509434,,123.6,0.00607,0.010585,0.00175,137.5,0.196455,0.00778,42200,7590,2.357954049,129,97,0.00603,0.19194,,,,,,,
184,2012,9,HU,12-Sep,Clark Fork River at Huson,9/4/2012,4,47.33333333,9.380952381,14.7,8.42,230.1,2.235,0.238248731,,138.05,,0.04407,0.00169,149.55,0.21797,0.014515,33700,2150,3.959093154,129,139,0.012825,0.1739,,,,,,,
186,2013,6,BN,13-Jun,Clark Fork River at Bonita,6/28/2013,28,99,78.0952381,,,,,0,,,,,,,,,1080,2830,0.617758401,28,44,,,,,,,,,
187,2013,6,DL,13-Jun,Clark Fork River at Deer Lodge,6/28/2013,28,244.9,71.35,,,,,0,,,,,,,,,349,266,1.145438813,29,71,,,,,,,,,
188,2013,6,GR,13-Jun,Clark Fork River above Little Blackfoot,6/28/2013,28,60.39134783,61.95652174,,,,,0,,,,,,,,,394,270,1.207998038,29,113,,,,,,,,,
191,2013,7,FH,13-Jul,Clark Fork River above Flathead,7/27/2013,27,14.23842857,8.823529412,20.8,8.453333333,211.6666667,1.083333333,0.122777778,,-437.5666667,,0.011606667,0.003883333,137.5666667,0.154586667,0.008866667,32700,7590,2.075644573,73,98,0.004983334,0.14298,,,,,,,
193,2013,7,HU,13-Jul,Clark Fork River at Huson,7/27/2013,27,9.333666667,5.285714286,19.83333333,8.34,242.2333333,2.766666667,0.523423423,,-431.3,0.012973333,0.04542,0.0038325,157.5666667,0.192618,0.01536,25600,2150,3.450648743,73,140,0.0115275,0.160171333,,,,,,,
195,2013,8,BM,13-Aug,Clark Fork River below Missoula,8/6/2013,6,22.80952381,8.047619048,17.4,8.36,271,2.91,0.361597633,,-457.7,0.013555,0.031145,0.003685,176.1,0.271875,0.013125,25600,2150,3.450648743,83,17,0.00944,0.254285,,,,,,,
198,2013,8,FH,13-Aug,Clark Fork River above Flathead,8/29/2013,29,15.57142857,7.25,19.5,8.445,227,1.015,0.14,,-392,0.00873,0.010405,0.00353,147.55,0.15132,0.00904,32700,7590,2.075644573,106,98,0.00551,0.149645,,,,,,,
200,2013,8,HU,13-Aug,Clark Fork River at Huson,8/29/2013,29,22.85714286,4.238095238,17.4,8.365,247.7,3.835,0.90488764,,-441.75,0.00995,0.03979,0.003495,160.9,0.27357,0.017855,25600,2150,3.450648743,106,140,0.01436,0.24373,,,,,,,
202,2013,9,BM,13-Sep,Clark Fork River below Missoula,9/7/2013,7,81.42857143,14.47619048,15.25,8.415,293.2,2.515,0.173733553,,-453.45,0.013633333,0.04233,0.007416667,190.45,0.226896667,0.01763,25600,2150,3.450648743,115,17,0.010213333,0.1982,,,,,,,
207,2014,7,BM,14-Jul,Clark Fork River below Missoula,7/23/2014,23,39.95247619,14.63684211,16.95,8.13,228.75,3.79,0.258935635,,-129.15,,0.0093,0.00825,148.85,0.145,0.02025,33400,2150,3.941431684,58,18,0.012,0.1357,,,,,,,
214,2014,8,FH,14-Aug,Clark Fork River above Flathead,8/16/2014,16,17.3955814,12.65294118,19.2,8.176666667,237.7333333,1.44,0.113807531,,175.6666667,0.0134,0.008733333,0.003366667,154.6666667,0.178666667,0.009733333,41000,7590,2.324186854,82,99,0.006366666,0.183333334,,,,,,,
216,2014,8,HU,14-Aug,Clark Fork River at Huson,8/16/2014,16,22.30964286,9.134210526,19.23333333,8.083333333,255.9,1.646666667,0.180274657,,209.1666667,0.0109,0.0214,0.0042,166.4,0.170666667,0.0152,33400,2150,3.941431684,82,141,0.011,0.160166667,,,,,,,
218,2014,9,BM,14-Sep,Clark Fork River below Missoula,9/4/2014,4,123.6666667,19.53809524,13.3,8.085,336,2.675,0.136912016,,232.4,0.01295,0.02715,0.0085,218.4,0.221,0.01925,33400,2150,3.941431684,101,18,0.01075,0.2068,,,,,,,
223,2015,7,BM,15-Jul,Clark Fork River below Missoula,7/5/2015,5,228.125,64.375,18.9,8.395,222.05,1.465,0.022757282,79.7,117.6,0.0075,0.01145,0.0023,144.3,0.2065,0.0132,15200,2150,2.658903428,32,19,0.0109,0.20255,,,,,,,
228,2015,8,BM,15-Aug,Clark Fork River below Missoula,8/6/2015,6,100.2380952,24.76190476,16.3,8.345,281.5,2.9,0.117115385,79.75,177.15,0.0121,0.02155,0.0021,182.95,0.2275,0.01925,15200,2150,2.658903428,64,19,0.01715,0.21805,,,,,,,
231,2015,8,FH,15-Aug,Clark Fork River above Flathead,8/5/2015,5,36.25,20.2,18.5,8.525,211.55,1.04,0.051485149,87.9,137.9,0.0092,0.00545,,137.5,0.187,0.01005,17000,7590,1.496592528,63,100,0.01005,0.19075,,,,,,,
233,2015,8,HU,15-Aug,Clark Fork River at Huson,8/5/2015,5,7.15055,6.1,19.2,8.51,231.6,2.045,0.335245902,101.85,118.65,0.01155,0.0182,0.0017,150.5,0.2205,0.0178,15200,2150,2.658903428,63,142,0.0161,0.21385,,,,,,,
235,2015,9,BM,15-Sep,Clark Fork River below Missoula,9/10/2015,10,76.33333333,16.33333333,13.5,8.435,300.85,4.76,0.291428571,82.6,152.2,0.011,0.02065,0.0028,195.6,0.251,0.02065,15200,2150,2.658903428,99,19,0.01785,0.24135,,,,,,,
238,2015,9,FH,15-Sep,Clark Fork River above Flathead,9/10/2015,10,57.85714286,26.14285714,14.25,8.48,240.5,1.955,0.074781421,88.2,115.9,0.0061,0.00605,,156.65,0.186666667,0.012033333,17000,7590,1.496592528,99,100,0.012033333,0.186716667,,,,,,,
240,2015,9,HU,15-Sep,Clark Fork River at Huson,9/9/2015,9,93.76190476,14.04761905,13.85,8.52,261.3,2.905,0.20679661,98.9,118.5,0.0208,0.02945,0.0018,169.95,0.249,0.01755,15200,2150,2.658903428,98,142,0.01575,0.24035,,,,,,,
242,2016,7,BM,16-Jul,Clark Fork River below Missoula,7/13/2016,13,240.7071905,70.22975,16.75,8.34,244.85,1.63,0.023209537,76.05,51.9,0.0079,0.0113,0.001666667,159.25,0.1635,0.01385,16800,2150,2.795344968,65,20,0.012183333,0.1601,,,,,,,
245,2016,7,FH,16-Jul,Clark Fork River above Flathead,7/24/2016,24,8.000285714,5.525,18.8,8.345,192.05,0.86,0.155656109,90.3,162.35,0.0211,0.0096,0.0012,124.8,0.1335,0.0087,20800,7590,1.655429841,75,101,0.0075,0.145,,,,,,,
247,2016,7,HU,16-Jul,Clark Fork River at Huson,7/24/2016,24,33.00017647,15.7,19.65,8.355,209.4,1.37,0.087261146,102.75,154.7,0.015533333,0.028333333,0.00215,136.15,0.2005,0.009933333,16800,2150,2.795344968,76,143,0.007783333,0.1877,,,,,,,
253,2016,9,BM,16-Sep,Clark Fork River below Missoula,9/6/2016,6,285.7619048,51.02380952,12.1,8.27,290.4,5.39,0.105636958,,150.3,0.01685,0.03125,0.0017,188.8,0.21,0.02185,16800,2150,2.795344968,120,20,0.02015,0.1956,,,,,,,
256,2016,9,FH,16-Sep,Clark Fork River above Flathead,9/8/2016,8,7.857571429,15.03333333,14,8.375,234.4,1.52,0.101108647,78,130.25,0.0276,0.008,0.001025,152.45,0.190333333,0.011233333,20800,7590,1.655429841,121,101,0.010208333,0.209933333,,,,,,,
258,2016,9,HU,16-Sep,Clark Fork River at Huson,9/6/2016,6,70.33333333,15.6047619,14.45,8.305,254.15,2.695,0.172703692,85.7,145.7,0.01735,0.06355,0.0012,165.1,0.2075,0.0132,16800,2150,2.795344968,120,143,0.012,0.1613,,,,,,,
260,2017,7,BM,17-Jul,Clark Fork River below Missoula,7/10/2017,10,13.5047619,5.071428571,17.5,8.085,249.05,2.265,0.446619718,85.85,157.55,0.010675,0.010766667,0.004266667,161.8,0.153666667,0.015933333,29200,2150,3.685294472,26,21,0.011666666,0.153575,,,,,,,
265,2017,8,BM,17-Aug,Clark Fork River below Missoula,8/9/2017,9,24.99047619,6.585714286,16.5,8.185,273,1.785,0.271041215,86,248.85,0.01255,0.0318,0.0039,177.45,0.196,0.0156,29200,2150,3.685294472,56,21,0.0117,0.17675,,,,,,,
268,2017,8,FH,17-Aug,Clark Fork River above Flathead,8/5/2017,5,8.824,5.76875,19,8.305,222.75,0.9165,0.158873239,91.8,201.95,0.02205,0.02775,0.0016,144.6,0.1825,0.0079,34500,7590,2.132007164,63,102,0.0063,0.1768,,,,,,,
270,2017,8,HU,17-Aug,Clark Fork River at Huson,8/5/2017,5,24.59052381,8.97,19.4,8.2,242.9,1.7025,0.189799331,97.05,201.05,0.01475,0.0563,0.0017,157.95,0.2565,0.01435,29200,2150,3.685294472,52,144,0.01265,0.21495,,,,,,,
272,2017,9,BM,17-Sep,Clark Fork River below Missoula,9/5/2017,5,175.8380952,47.01904762,12.15,8.09,303.2,3.085,0.065611708,84.65,200.55,0.0091,0.0281,0.0041,197,0.2285,0.01695,29200,2150,3.685294472,83,21,0.01285,0.2095,,,,,,,
275,2017,9,FH,17-Sep,Clark Fork River above Flathead,9/6/2017,6,20.43333333,11.72857143,14.55,8.215,250.4,1.435,0.122350792,90.7,208.55,0.0185,0.0218,,162.85,0.1825,0.00965,34500,7590,2.132007164,95,102,0.00965,0.1792,,,,,,,
277,2017,9,HU,17-Sep,Clark Fork River at Huson,9/5/2017,5,35.18571429,12.17142857,15.05,8.145,275.3,2.1265,0.174712441,99.25,217.4,0.01375,0.08665,0.0013,178.75,0.309,0.0104,29200,2150,3.685294472,83,144,0.0091,0.2361,,,,,,,
283,2018,8,BM,18-Aug,Clark Fork River below Missoula,8/9/2018,9,38.462,11.46315789,15.8,8.335,285.65,2.31,0.201515152,90.15,2.65,0.0205,0.02865,0.00485,185.6,0.1805,0.01745,51200,2150,4.879954251,90,22,0.0126,0.17235,,,,,,,
286,2018,8,FH,18-Aug,Clark Fork River above Flathead,8/8/2018,8,14.40485714,7.945,17.95,8.33,239.15,0.98,0.123348018,90.1,9.85,0.01175,0.024333333,,155.35,0.164333333,0.010366667,59700,7590,2.804569958,88,103,0.010366667,0.15175,,,,,,,
288,2018,8,HU,18-Aug,Clark Fork River at Huson,8/6/2018,6,26.85714286,10.13809524,17.3,8.165,255.6,2.145,0.211578206,94.55,14.55,0.0158,0.05845,0.0018,166.1,0.2345,0.0171,51200,2150,4.879954251,87,145,0.0153,0.19185,,,,,,,
290,2018,9,BM,18-Sep,Clark Fork River below Missoula,9/11/2018,11,148.3619048,23.26666667,14.15,8.24,310.6,1.89,0.081232092,98.35,29.95,0.020466667,0.038233333,0.002266667,201.85,0.221333333,0.014466667,51200,2150,4.879954251,123,22,0.0122,0.203566667,,,,,,,
293,2018,9,FH,18-Sep,Clark Fork River above Flathead,9/7/2018,7,29.8047619,13.1047619,13.75,8.215,257.4,1.205,0.091951308,89.1,44.25,0.0256,0.01905,0.001,167.4,0.1535,0.00895,59700,7590,2.804569958,118,103,0.00795,0.16005,,,,,,,
295,2018,9,HU,18-Sep,Clark Fork River at Huson,9/8/2018,8,28.75714286,7.357142857,14.35,8.24,277,1.92,0.260970874,91.1,40.15,0.016633333,0.0332,0.0017,180.1,0.218,0.01245,51200,2150,4.879954251,120,145,0.01075,0.201433333,,,,,,,
301,2019,8,BM,19-Aug,Clark Fork River below Missoula,8/7/2019,7,42.20480952,15.06725,18.55,8.685,299.05,2.9,0.192470424,107.65,,0.03,0.0445,0.0135,194.35,0.17,0.014,34000,2150,3.976676186,81,23,5.00E-04,0.1555,,,,,,,
304,2019,8,FH,19-Aug,Clark Fork River above Flathead,8/6/2019,6,11.84385714,9.007,20.55,8.57,247.15,2.32,0.25757744,101.5,,0.025,0.011666667,0.016666667,160.55,0.136666667,0.008,42000,7590,2.352359844,79,104,,0.15,,,,,,,
306,2019,8,HU,19-Aug,Clark Fork River at Huson,8/6/2019,6,27.65980952,9.0455,20.4,8.485,274.9,1.71,0.189044276,107.35,,0.03,0.0425,0.0155,178.75,0.19,0.014,34000,2150,3.976676186,80,146,,0.1775,,,,,,,
308,2019,9,BM,19-Sep,Clark Fork River below Missoula,9/7/2019,7,253.4,58.55,13.6,8.275,323.65,,0,89.4,,0.005,0.0335,0.0165,211.1,0.19,0.046,34000,2150,3.976676186,112,23,0.0295,0.1615,,,,,,,
311,2019,9,FH,19-Sep,Clark Fork River above Flathead,9/7/2019,7,24.56,10.465,15.2,8.46,265.6,5.19,0.495938844,92.35,,0.01485,0.008,0.0105,172.95,0.12,0.01,42000,7590,2.352359844,111,104,,0.12685,,,,,,,
313,2019,9,HU,19-Sep,Clark Fork River at Huson,9/7/2019,7,68.1,17.25,14.35,8.355,287.45,4.985,0.288985507,93.1,,0.015,0.033,0.013333333,186.875,0.17,0.021666667,34000,2150,3.976676186,112,146,0.008333334,0.152,,,,,,,
321,2020,8,BM,20-Aug,Clark Fork River below Missoula,8/7/2020,7,55.13571429,17.42095238,17.25,8.265,285.35,2.595,0.148958561,,,,0.025,0.004,,0.155,0.0205,37300,2150,4.165193538,77,24,0.0165,0.13,,,,,,,
324,2020,8,FH,20-Aug,Clark Fork River above Flathead,8/6/2020,6,16.75333333,8.275714286,18.7,8.24,241.35,1.18,0.14258588,,,,0.008,0.003,,0.12,0.006,42900,7590,2.377430107,76,105,0.003,0.112,,,,,,,
326,2020,8,HU,20-Aug,Clark Fork River at Huson,8/6/2020,6,35.84619048,11.68714286,18.6,8.075,266.35,1.995,0.170700403,,,0.009,0.023,0.004,,0.155,0.0125,37300,2150,4.165193538,76,147,0.0085,0.141,,,,,,,
328,2020,9,BM,20-Sep,Clark Fork River below Missoula,9/6/2020,6,116.3857143,24.88333333,14.05,8.04,298.35,3.38,0.135833892,,,0.02,0.025,0.006,,0.156666667,0.011333333,37300,2150,4.165193538,107,24,0.005333333,0.151666667,,,,,,,
331,2020,9,FH,20-Sep,Clark Fork River above Flathead,9/6/2020,6,16.49809524,8.197619048,13.85,8.13,260.95,1.705,0.20798722,,,0.02,0.01075,0.004,,0.1,0.00625,42900,7590,2.377430107,107,105,0.00225,0.10925,,,,,,,
333,2020,9,HU,20-Sep,Clark Fork River at Huson,9/7/2020,7,80.84666667,20.15380952,14.7,8.135,290.8,2.825,0.140172011,,,0.02,0.047333333,0.005333333,,0.176666667,0.010666667,37300,2150,4.165193538,108,147,0.005333334,0.149333334,,,,,,,
335,2021,7,BM,21-Jul,Clark Fork River below Missoula,7/15/2021,15,57.33333333,16.38095238,17.6,8.44,262.35,2.045,0.124840116,,,0.02,0.02,0.001,,0.13,0.015,28200,2150,3.621640384,40,25,0.014,0.13,,,,,,,
340,2021,8,BM,21-Aug,Clark Fork River below Missoula,8/9/2021,9,59.19047619,14.04761905,16.4,8.335,298.7,4.49,0.319627119,,,0.01,0.015,,,0.16,0.007,28200,2150,3.621640384,65,25,0.007,0.155,,,,,,,
343,2021,8,FH,21-Aug,Clark Fork River above Flathead,8/9/2021,9,19.4047619,9.538095238,18.1,8.36,251.3,2.25,0.235896156,,,0.02,0.006,,,0.13,0.008,31700,7590,2.043660463,64,106,0.008,0.144,,,,,,,
345,2021,8,HU,21-Aug,Clark Fork River at Huson,8/9/2021,9,62.95238095,16.19047619,17.2,8.08,274.95,3.945,0.243661765,,,0.02,0.01,,,0.15,0.015,28200,2150,3.621640384,65,148,0.015,0.16,,,,,,,
349,2021,9,FH,21-Sep,Clark Fork River above Flathead,9/7/2021,7,50.76190476,19.23809524,13.45,8.305,269.7,2.635,0.136967822,,,0.02,0.01,,,0.115,0.0105,31700,7590,2.043660463,93,106,0.0105,0.125,,,,,,,
351,2021,9,HU,21-Sep,Clark Fork River at Huson,9/7/2021,7,363.7142857,64.80952381,12.25,7.895,300.7,2.11,0.032556943,,,,0.0145,,,0.155,0.012,28200,2150,3.621640384,94,148,0.012,0.1405,,,,,,,
353,2022,7,BM,22-Jul,Clark Fork River below Missoula,7/23/2022,23,53.86095714,16.71428571,17.4,7.99,237.6,6.14,0.367350427,,,,0.01,0.004,,0.14,0.019,28700,2150,3.653606056,40,26,0.015,0.13,,,,,,,
360,2022,8,FH,22-Aug,Clark Fork River above Flathead,8/6/2022,6,6.24437619,4.041176471,19.73333333,8.196666667,227.1333333,0.96,0.237554585,,,0.016666667,0.0165,0.0185,,0.17,0.029333333,35700,7590,2.168768617,54,107,0.010833333,0.170166667,,,,,,,
362,2022,8,HU,22-Aug,Clark Fork River at Huson,8/6/2022,6,33.23872857,14.6875,18.7,7.936666667,251.1666667,3.803333333,0.258950355,,,0.01,0.037333333,0.0015,,0.2,0.032333333,28700,2150,3.653606056,54,149,0.030833333,0.172666667,,,,,,,
364,2022,9,BM,22-Sep,Clark Fork River below Missoula,9/8/2022,8,116.1640619,21.04761905,15.05,8.295,313.25,3.055,0.145147059,,,,0.033,0.0015,,0.185,0.0145,28700,2150,3.653606056,87,26,0.013,0.152,,,,,,,
367,2022,9,FH,22-Sep,Clark Fork River above Flathead,9/8/2022,8,20.48092381,9.674761905,15.05,8.24,255,1.835,0.18966875,,,,0.011,0.001,,0.25,0.026,35700,7590,2.168768617,87,107,0.025,0.239,,,,,,,
369,2022,9,HU,22-Sep,Clark Fork River at Huson,9/8/2022,8,68.8747619,23.04761905,15.65,8.24,279.9,2.265,0.098274793,,,,0.0075,0.0014,,0.2,0.0115,28700,2150,3.653606056,87,149,0.0101,0.1925,,,,,,,
